Order ID,Employee ID,Required Model Type,Required Accuracy,Order Date,Completion Date,Model ID,Price
S230500,e00009,NN,56.29,2023-01-28,2023-06-18,m0002,698
S210879,e00014,LR,58.81,2021-12-28,2021-12-31,m0017,152
S230115,e00014,NN,66.89,2023-02-10,2023-08-05,m0002,404
S210582,e00003,LR,67.14,2021-03-07,2021-05-05,m0075,285
S220724,e00021,logR,66.32,2022-07-04,2022-09-15,m0044,385
S220303,e00019,SVM,68.8,2022-04-10,2022-11-01,m0056,427
S230923,e00020,logR,59.68,2023-05-18,2023-11-12,m0036,643
S220961,e00018,kNN,54.56,2022-02-15,2022-10-03,m0010,318
S220901,e00021,DT,58.62,2022-07-01,2022-09-11,m0026,306
S210082,e00014,kNN,64.17,2021-07-08,2021-09-13,m0019,282
S231392,e00006,kNN,54.83,2023-01-31,2023-05-23,m0019,674
S230957,e00019,NN,63.29,2023-11-05,2023-12-27,m0050,412
S230790,e00002,SVM,65.0,2023-05-04,2023-08-19,m0056,674
S220727,e00016,NN,69.29,2022-03-30,2022-04-26,m0008,460
S230081,e00011,logR,58.43,2023-03-28,2023-05-17,m0022,687
S210605,e00018,LR,56.57,2021-10-27,2021-10-27,m0068,160
S231093,e00012,NN,57.0,2023-12-07,2023-12-26,m0081,484
S220094,e00014,LR,71.64,2022-07-26,2022-09-25,m0060,368
S230084,e00011,kNN,66.32,2023-02-04,2023-03-05,m0024,408
S210775,e00020,DT,58.55,2021-08-11,2021-12-19,m0005,152
S220016,e00012,LR,63.72,2022-10-18,2022-10-20,m0009,314
S230681,e00010,LR,72.63,2023-10-30,2023-11-28,m0053,454
S231337,e00007,RF,56.87,2023-12-26,2023-12-29,m0077,445
S210217,e00012,DT,70.14,2021-11-11,2021-11-24,m0046,120
S220718,e00018,RF,55.36,2022-01-02,2022-06-18,m0077,239
S220768,e00004,DT,57.14,2022-04-19,2022-07-21,m0076,215
S220783,e00021,logR,57.54,2022-03-16,2022-10-24,m0044,314
S220006,e00012,RF,70.59,2022-07-29,2022-08-11,m0062,369
S220104,e00008,kNN,58.15,2022-07-28,2022-07-30,m0049,206
S210682,e00019,LR,58.34,2021-02-12,2021-04-16,m0060,246
S210409,e00011,logR,68.66,2021-12-18,2021-12-30,m0036,110
S220622,e00021,NB,56.44,2022-04-21,2022-10-26,m0040,290
S230411,e00014,NN,54.78,2023-07-03,2023-08-07,m0035,673
S230788,e00014,NN,76.81,2023-12-16,2023-12-18,m0008,657
S220298,e00010,LR,55.11,2022-04-07,2022-04-15,m0017,316
S231162,e00013,RF,77.76,2023-12-19,2023-12-31,m0020,663
S220562,e00016,SVM,68.55,2022-07-04,2022-07-04,m0056,212
S231254,e00014,kNN,70.83,2023-04-18,2023-08-18,m0080,603
S220629,e00008,logR,58.99,2022-05-10,2022-08-14,m0044,214
S210742,e00011,logR,64.22,2021-05-22,2021-11-04,m0066,114
S220648,e00021,NB,60.96,2022-03-06,2022-12-30,m0052,476
S220374,e00009,LR,60.54,2022-05-10,2022-05-20,m0045,267
S210598,e00020,SVM,71.8,2021-07-16,2021-10-22,m0027,222
S230376,e00014,NN,67.39,2023-02-25,2023-12-01,m0002,531
S210621,e00002,DT,56.53,2021-06-27,2021-09-22,m0011,103
S230446,e00014,NN,50.24,2023-11-15,2023-11-17,m0016,558
S210807,e00007,logR,58.57,2021-10-04,2021-11-13,m0044,210
S220403,e00016,SVM,57.19,2022-12-13,2022-12-14,m0033,274
S230601,e00015,NB,65.17,2023-12-12,2023-12-29,m0015,462
S220369,e00010,RF,64.54,2022-12-26,2022-12-30,m0047,315
S210823,e00015,logR,50.66,2021-10-03,2021-11-08,m0014,149
S210090,e00014,NN,63.67,2021-03-10,2021-04-13,m0035,164
S230888,e00017,kNN,55.76,2023-08-26,2023-10-14,m0004,525
S220461,e00014,NN,67.15,2022-11-04,2022-11-08,m0035,304
S220631,e00009,LR,68.43,2022-06-09,2022-11-30,m0068,439
S220640,e00020,logR,56.57,2022-03-31,2022-06-13,m0036,387
S210793,e00022,NN,71.92,2021-04-17,2021-06-15,m0073,125
S220557,e00014,NN,55.04,2022-04-21,2022-04-28,m0016,483
S220146,e00001,NN,60.58,2022-08-10,2022-10-03,m0058,466
S210182,e00016,SVM,72.4,2021-08-23,2021-12-02,m0048,113
S231367,e00014,NN,64.75,2023-06-20,2023-09-15,m0016,677
S220839,e00006,NB,54.24,2022-05-11,2022-05-18,m0015,238
S230032,e00019,kNN,56.11,2023-10-07,2023-11-01,m0080,510
S230871,e00005,NN,50.91,2023-03-25,2023-05-08,m0050,500
S230986,e00016,logR,73.39,2023-09-05,2023-09-11,m0036,444
S230109,e00018,logR,74.84,2023-01-07,2023-03-24,m0022,501
S221019,e00022,NN,54.29,2022-02-10,2022-11-02,m0016,367
S230560,e00015,DT,50.26,2023-05-10,2023-11-24,m0011,657
S230139,e00013,RF,67.85,2023-10-23,2023-12-29,m0062,668
S220997,e00016,SVM,65.17,2022-01-24,2022-11-07,m0071,495
S210364,e00020,RF,63.19,2021-07-29,2021-09-11,m0047,191
S230212,e00014,NN,70.99,2023-11-05,2023-11-25,m0050,436
S220953,e00003,LR,53.86,2022-07-01,2022-12-18,m0053,306
S220304,e00004,DT,56.18,2022-10-24,2022-12-22,m0031,269
S231419,e00005,NB,65.19,2023-09-03,2023-12-04,m0040,636
S221017,e00019,DT,59.73,2022-04-08,2022-10-24,m0031,419
S210329,e00016,SVM,65.41,2021-02-05,2021-06-16,m0027,115
S210061,e00012,kNN,52.07,2021-05-01,2021-07-28,m0072,157
S210780,e00005,logR,76.8,2021-03-27,2021-12-23,m0066,167
S220963,e00014,NN,71.33,2022-06-10,2022-08-29,m0035,309
S220353,e00014,NN,76.03,2022-11-18,2022-12-29,m0043,232
S210172,e00011,DT,54.93,2021-03-24,2021-11-22,m0005,194
S210346,e00006,LR,73.35,2021-03-27,2021-09-10,m0060,248
S220541,e00020,LR,65.49,2022-11-01,2022-11-22,m0037,337
S220893,e00021,NN,57.42,2022-04-26,2022-11-08,m0058,381
S220252,e00016,SVM,59.69,2022-11-03,2022-11-11,m0021,350
S220834,e00014,logR,64.01,2022-08-30,2022-10-14,m0082,286
S220080,e00012,NN,65.62,2022-04-08,2022-08-19,m0023,495
S210261,e00019,RF,76.55,2021-09-13,2021-09-13,m0006,167
S231056,e00014,DT,76.03,2023-03-02,2023-07-13,m0011,496
S220699,e00020,RF,56.06,2022-04-18,2022-05-20,m0006,288
S220728,e00015,LR,71.43,2022-06-13,2022-09-28,m0037,247
S230546,e00003,NN,65.97,2023-12-21,2023-12-24,m0065,567
S230312,e00012,NN,66.55,2023-05-20,2023-12-17,m0043,430
S230286,e00013,NN,76.04,2023-01-26,2023-07-21,m0023,640
S210313,e00001,kNN,55.11,2021-02-22,2021-06-28,m0004,296
S220913,e00014,NN,69.56,2022-12-30,2022-12-31,m0016,389
S231366,e00018,NN,68.7,2023-08-13,2023-09-19,m0043,459
S220427,e00004,logR,64.28,2022-12-16,2022-12-23,m0051,300
S230011,e00016,SVM,55.63,2023-09-27,2023-12-15,m0021,448
S231101,e00016,LR,57.44,2023-08-01,2023-11-16,m0030,459
S230307,e00007,NN,57.25,2023-01-23,2023-10-22,m0050,613
S231365,e00009,logR,59.72,2023-07-22,2023-09-04,m0051,651
S210287,e00017,SVM,70.76,2021-09-24,2021-10-22,m0003,289
S230972,e00020,DT,70.12,2023-06-12,2023-07-09,m0054,435
S231354,e00014,NN,67.08,2023-06-22,2023-12-14,m0016,489
S231362,e00014,NN,51.73,2023-10-11,2023-12-30,m0073,409
S231024,e00007,logR,77.91,2023-05-14,2023-07-30,m0007,523
S230407,e00007,NN,65.85,2023-09-20,2023-10-13,m0035,585
S220584,e00004,NN,62.13,2022-05-23,2022-11-13,m0065,283
S231179,e00019,NN,77.89,2023-12-25,2023-12-29,m0008,670
S231221,e00004,NN,63.37,2023-04-26,2023-09-26,m0081,470
S220573,e00018,NN,74.72,2022-07-06,2022-10-20,m0073,462
S230529,e00006,kNN,60.02,2023-12-04,2023-12-17,m0057,502
S210628,e00014,NN,54.6,2021-02-07,2021-05-08,m0073,220
S210634,e00014,NN,76.12,2021-08-06,2021-12-23,m0023,258
S210516,e00007,NB,64.98,2021-07-07,2021-11-24,m0052,266
S220282,e00014,NN,60.71,2022-11-24,2022-11-28,m0050,480
S230582,e00020,NN,53.66,2023-05-13,2023-11-28,m0081,637
S210024,e00014,DT,69.26,2021-01-23,2021-05-26,m0046,260
S220885,e00003,logR,57.92,2022-05-17,2022-11-08,m0059,239
S230176,e00016,DT,69.72,2023-05-22,2023-06-25,m0061,695
S210322,e00020,RF,69.42,2021-02-04,2021-08-29,m0077,199
S220036,e00020,RF,77.76,2022-07-31,2022-12-31,m0039,287
S210173,e00006,DT,58.68,2021-09-30,2021-12-22,m0054,132
S210635,e00007,kNN,64.34,2021-11-25,2021-11-27,m0057,220
S230192,e00009,NB,60.31,2023-11-29,2023-12-13,m0078,681
S231381,e00005,NN,57.07,2023-10-04,2023-11-07,m0023,674
S220725,e00014,NN,65.93,2022-05-09,2022-06-02,m0065,284
S210291,e00017,kNN,61.21,2021-11-26,2021-12-20,m0024,240
S231220,e00005,LR,63.97,2023-11-23,2023-12-04,m0030,439
S231071,e00009,NN,66.4,2023-03-28,2023-10-09,m0016,671
S230156,e00014,NN,59.93,2023-07-20,2023-10-20,m0043,494
S221086,e00002,NB,73.1,2022-09-13,2022-10-22,m0078,417
S220132,e00018,NB,75.68,2022-11-14,2022-12-14,m0067,455
S221104,e00010,NN,70.13,2022-09-22,2022-10-18,m0050,446
S220164,e00005,logR,71.01,2022-07-13,2022-11-26,m0028,427
S231100,e00015,NB,66.65,2023-11-04,2023-12-08,m0040,412
S230473,e00019,kNN,65.41,2023-03-31,2023-06-18,m0004,562
S220293,e00001,NN,69.16,2022-07-22,2022-09-03,m0043,247
S220544,e00021,LR,54.83,2022-04-26,2022-06-28,m0075,257
S220930,e00013,NB,72.1,2022-05-12,2022-11-30,m0015,368
S210704,e00011,NB,56.29,2021-05-16,2021-07-31,m0078,156
S220064,e00010,DT,71.42,2022-05-21,2022-08-14,m0061,496
S230663,e00002,SVM,56.83,2023-06-19,2023-07-21,m0021,680
S210520,e00012,LR,53.81,2021-03-03,2021-12-26,m0075,131
S210197,e00015,NB,51.89,2021-05-07,2021-05-27,m0078,102
S220960,e00014,RF,51.01,2022-09-27,2022-12-05,m0070,308
S230013,e00017,NN,69.34,2023-02-27,2023-03-08,m0023,475
S230895,e00015,NN,58.18,2023-01-06,2023-05-25,m0023,428
S220453,e00009,NB,61.01,2022-09-22,2022-10-23,m0015,436
S220761,e00018,LR,54.13,2022-12-14,2022-12-30,m0009,212
S210535,e00016,SVM,54.56,2021-11-18,2021-12-15,m0021,222
S230557,e00009,RF,69.06,2023-08-29,2023-12-23,m0055,438
S220587,e00018,NN,65.68,2022-10-26,2022-10-29,m0043,408
S210108,e00002,LR,69.06,2021-04-29,2021-10-16,m0037,293
S231302,e00009,RF,63.4,2023-04-04,2023-04-28,m0055,514
S210155,e00017,kNN,73.77,2021-07-10,2021-10-27,m0024,186
S210185,e00017,SVM,59.65,2021-08-15,2021-12-27,m0003,263
S221071,e00004,logR,57.83,2022-01-22,2022-04-03,m0066,266
S210051,e00004,DT,68.56,2021-12-19,2021-12-25,m0026,239
S210570,e00009,DT,72.5,2021-11-05,2021-12-14,m0061,211
S230892,e00014,NN,60.96,2023-09-10,2023-09-29,m0043,534
S220571,e00014,NN,66.26,2022-05-27,2022-07-24,m0016,261
S220178,e00013,LR,65.08,2022-04-27,2022-07-14,m0060,484
S230399,e00014,NN,70.31,2023-02-27,2023-07-31,m0016,692
S220126,e00009,NN,57.84,2022-05-05,2022-09-28,m0023,412
S210199,e00006,DT,51.97,2021-09-21,2021-12-29,m0031,228
S220180,e00003,RF,64.24,2022-09-13,2022-11-16,m0001,228
S210502,e00014,NN,55.81,2021-08-10,2021-09-05,m0065,277
S230053,e00015,DT,58.97,2023-07-11,2023-12-09,m0054,453
S210170,e00011,NB,62.58,2021-02-12,2021-07-26,m0015,285
S220923,e00020,NN,68.81,2022-10-30,2022-12-29,m0081,390
S220485,e00020,RF,76.81,2022-09-24,2022-10-26,m0032,224
S230443,e00016,kNN,61.58,2023-07-29,2023-11-07,m0064,629
S231288,e00015,LR,57.35,2023-01-19,2023-10-14,m0060,410
S230030,e00016,NN,50.49,2023-06-03,2023-07-17,m0008,455
S210781,e00012,LR,76.48,2021-07-16,2021-09-01,m0075,239
S220892,e00015,LR,62.9,2022-08-16,2022-12-28,m0030,322
S210615,e00008,logR,75.5,2021-11-18,2021-12-03,m0007,280
S210195,e00008,kNN,51.74,2021-06-19,2021-09-15,m0034,244
S230033,e00014,NN,61.6,2023-06-09,2023-08-06,m0043,685
S230007,e00008,NN,63.1,2023-05-18,2023-07-09,m0008,607
S231264,e00016,SVM,71.98,2023-07-11,2023-10-29,m0056,661
S210392,e00020,RF,65.53,2021-06-11,2021-09-17,m0025,221
S230926,e00019,NN,59.47,2023-09-03,2023-09-24,m0073,519
S220031,e00020,RF,73.08,2022-01-07,2022-10-01,m0055,378
S220833,e00014,NN,75.28,2022-01-27,2022-03-10,m0016,379
S231193,e00009,NN,69.48,2023-11-19,2023-11-28,m0081,698
S230774,e00014,NN,56.25,2023-10-21,2023-12-11,m0065,675
S220227,e00015,NN,55.85,2022-09-20,2022-12-05,m0002,221
S231034,e00014,NN,73.33,2023-07-21,2023-12-06,m0008,533
S231303,e00018,NN,67.08,2023-05-19,2023-08-21,m0081,491
S230883,e00014,NN,58.22,2023-03-09,2023-12-20,m0043,584
S210490,e00001,LR,55.04,2021-04-14,2021-11-19,m0068,285
S210303,e00002,kNN,58.45,2021-05-04,2021-12-22,m0049,209
S230612,e00006,logR,75.85,2023-03-07,2023-03-24,m0051,619
S230209,e00001,LR,65.23,2023-10-22,2023-11-16,m0009,684
S220428,e00010,NN,59.82,2022-08-03,2022-12-14,m0008,384
S230341,e00005,DT,53.75,2023-07-20,2023-08-23,m0038,630
S230680,e00019,NB,60.74,2023-05-16,2023-11-08,m0052,695
S231009,e00013,NN,65.69,2023-07-19,2023-12-24,m0058,441
S220141,e00014,NN,55.11,2022-12-15,2022-12-21,m0050,328
S231397,e00021,RF,65.11,2023-04-10,2023-05-13,m0001,653
S231329,e00014,NN,63.16,2023-12-01,2023-12-07,m0008,578
S230393,e00018,NN,73.23,2023-07-15,2023-08-09,m0073,485
S230797,e00002,LR,73.88,2023-07-08,2023-09-26,m0053,422
S231208,e00010,LR,65.4,2023-06-27,2023-09-11,m0045,659
S230538,e00002,DT,56.41,2023-06-25,2023-08-21,m0038,671
S230297,e00014,NN,52.38,2023-01-07,2023-06-04,m0008,515
S231052,e00013,DT,67.86,2023-09-07,2023-11-28,m0076,573
S210811,e00016,LR,67.3,2021-08-04,2021-12-16,m0045,156
S210671,e00005,DT,70.29,2021-10-01,2021-11-06,m0031,286
S210044,e00007,LR,55.96,2021-06-06,2021-07-21,m0068,282
S210280,e00016,SVM,63.53,2021-01-01,2021-11-15,m0012,119
S231324,e00013,NN,62.89,2023-06-24,2023-07-23,m0081,517
S230764,e00016,SVM,72.69,2023-08-29,2023-09-20,m0079,643
S231430,e00014,NN,52.89,2023-08-16,2023-10-01,m0016,550
S210448,e00020,SVM,69.99,2021-07-12,2021-12-11,m0003,131
S231371,e00018,DT,59.7,2023-03-14,2023-09-21,m0005,630
S210049,e00017,DT,73.76,2021-01-08,2021-07-17,m0018,268
S220069,e00014,kNN,52.15,2022-09-15,2022-12-30,m0057,471
S230344,e00011,NN,66.59,2023-08-09,2023-10-11,m0016,485
S210683,e00016,SVM,51.05,2021-11-22,2021-12-09,m0003,156
S230363,e00014,NN,58.06,2023-06-06,2023-09-14,m0058,536
S210239,e00011,NN,67.28,2021-05-27,2021-09-11,m0023,284
S220701,e00013,NB,55.05,2022-08-21,2022-08-26,m0029,367
S210461,e00014,logR,64.87,2021-12-03,2021-12-24,m0051,131
S231240,e00013,LR,66.3,2023-02-20,2023-04-18,m0030,528
S230365,e00008,NN,59.9,2023-10-31,2023-11-25,m0050,431
S231401,e00014,NN,74.78,2023-01-01,2023-12-29,m0008,457
S230978,e00022,LR,72.37,2023-03-06,2023-07-23,m0030,643
S230440,e00016,SVM,50.78,2023-08-08,2023-09-17,m0079,441
S210081,e00002,NB,72.5,2021-02-20,2021-11-08,m0015,240
S230246,e00016,NN,72.19,2023-07-17,2023-08-04,m0073,669
S210617,e00014,NN,61.65,2021-02-24,2021-09-05,m0002,249
S210597,e00018,NB,72.09,2021-05-08,2021-09-15,m0052,243
S220592,e00010,NB,60.03,2022-10-13,2022-12-02,m0052,351
S230740,e00014,NN,66.39,2023-04-25,2023-06-10,m0002,544
S230554,e00012,logR,52.26,2023-08-14,2023-08-29,m0044,619
S220977,e00014,NN,54.97,2022-02-14,2022-04-12,m0050,310
S230969,e00014,NN,54.84,2023-01-09,2023-02-04,m0058,670
S210058,e00019,LR,67.21,2021-12-26,2021-12-30,m0060,159
S230096,e00014,NN,56.36,2023-04-10,2023-11-07,m0043,465
S221102,e00019,NN,58.52,2022-06-24,2022-09-11,m0081,296
S221006,e00016,SVM,55.08,2022-07-08,2022-08-11,m0048,414
S230935,e00019,logR,56.75,2023-03-07,2023-06-22,m0082,465
S210115,e00018,RF,71.78,2021-07-12,2021-12-18,m0055,124
S230318,e00014,NN,63.61,2023-03-27,2023-07-16,m0002,573
S230042,e00010,RF,75.5,2023-05-31,2023-07-28,m0032,530
S231154,e00008,NN,65.49,2023-05-08,2023-11-19,m0081,472
S220255,e00019,NN,53.13,2022-02-01,2022-12-02,m0002,479
S220630,e00014,NN,52.28,2022-05-14,2022-12-13,m0008,405
S230456,e00017,NN,57.44,2023-02-13,2023-06-01,m0043,450
S230990,e00020,RF,66.37,2023-03-02,2023-11-12,m0062,510
S220675,e00001,kNN,72.27,2022-01-09,2022-10-31,m0019,456
S231186,e00007,NN,63.19,2023-10-18,2023-12-06,m0043,641
S230985,e00003,NN,52.13,2023-02-05,2023-08-01,m0043,551
S230640,e00008,RF,69.54,2023-06-21,2023-12-06,m0032,647
S231059,e00014,NN,50.24,2023-12-11,2023-12-22,m0081,696
S220145,e00014,NN,71.23,2022-04-23,2022-06-24,m0043,288
S230886,e00014,NN,63.01,2023-07-02,2023-11-03,m0035,638
S210795,e00020,RF,53.87,2021-06-12,2021-10-24,m0006,295
S220936,e00014,NN,61.06,2022-08-28,2022-12-19,m0043,407
S230068,e00016,NN,70.77,2023-10-25,2023-11-17,m0035,647
S210651,e00007,logR,65.53,2021-08-02,2021-11-01,m0082,107
S210532,e00022,NB,51.04,2021-01-14,2021-10-28,m0067,279
S210478,e00002,LR,75.16,2021-03-06,2021-12-07,m0075,248
S210234,e00017,SVM,61.43,2021-03-09,2021-04-14,m0071,287
S230715,e00012,NN,76.48,2023-08-08,2023-12-28,m0023,617
S230742,e00007,DT,50.62,2023-05-25,2023-08-02,m0011,471
S230146,e00014,NN,65.12,2023-11-14,2023-12-05,m0058,608
S230284,e00015,RF,54.9,2023-03-28,2023-04-01,m0077,612
S230409,e00013,LR,56.98,2023-02-21,2023-09-28,m0068,670
S230594,e00019,NB,74.96,2023-03-16,2023-09-03,m0078,406
S230058,e00014,NN,59.19,2023-12-04,2023-12-21,m0023,522
S210756,e00009,DT,65.79,2021-09-28,2021-12-30,m0076,178
S231125,e00016,NN,64.28,2023-02-08,2023-04-16,m0023,646
S230781,e00020,kNN,77.65,2023-11-15,2023-12-06,m0034,445
S210846,e00016,LR,58.54,2021-02-16,2021-05-28,m0045,128
S210050,e00007,kNN,61.31,2021-03-03,2021-08-03,m0024,258
S220073,e00014,NN,55.83,2022-08-25,2022-09-17,m0023,213
S230561,e00005,DT,67.9,2023-09-14,2023-11-09,m0031,472
S220837,e00014,NN,51.86,2022-08-12,2022-08-19,m0081,274
S230364,e00002,NN,71.94,2023-01-16,2023-01-20,m0023,425
S220513,e00008,logR,52.14,2022-03-19,2022-06-15,m0082,425
S220342,e00020,DT,73.36,2022-05-26,2022-11-04,m0061,267
S221007,e00001,NN,50.9,2022-04-17,2022-08-20,m0023,357
S210321,e00011,kNN,55.86,2021-06-18,2021-08-29,m0042,195
S230414,e00020,RF,56.87,2023-04-24,2023-10-05,m0039,533
S220207,e00009,DT,70.98,2022-08-24,2022-10-16,m0069,336
S220636,e00005,LR,70.85,2022-02-27,2022-11-10,m0037,206
S231012,e00009,RF,51.03,2023-08-21,2023-09-02,m0006,516
S231296,e00014,NN,66.56,2023-08-12,2023-09-19,m0008,416
S230515,e00014,NN,75.19,2023-01-01,2023-03-22,m0065,582
S210809,e00004,logR,73.37,2021-03-03,2021-12-07,m0014,128
S210762,e00014,NN,61.36,2021-09-14,2021-12-28,m0050,204
S210433,e00005,NB,56.18,2021-07-18,2021-09-12,m0078,282
S231373,e00014,NN,59.85,2023-07-01,2023-09-01,m0065,497
S231168,e00015,NN,65.44,2023-02-28,2023-11-19,m0081,539
S230989,e00022,NN,61.53,2023-07-25,2023-11-14,m0002,427
S230450,e00005,NB,50.47,2023-10-17,2023-10-25,m0029,512
S210441,e00016,SVM,59.91,2021-05-30,2021-10-12,m0003,125
S220128,e00022,SVM,70.57,2022-08-07,2022-11-11,m0063,368
S210542,e00003,LR,75.63,2021-10-16,2021-11-11,m0009,126
S221018,e00012,NN,57.71,2022-01-14,2022-05-16,m0058,442
S230247,e00006,NN,77.17,2023-02-16,2023-03-20,m0035,687
S220567,e00014,NN,60.51,2022-08-12,2022-12-24,m0058,315
S231126,e00014,NN,58.75,2023-02-09,2023-08-09,m0023,466
S210785,e00019,logR,61.19,2021-10-01,2021-11-26,m0028,154
S210207,e00020,DT,67.77,2021-01-14,2021-07-15,m0069,157
S230703,e00010,NN,69.79,2023-07-13,2023-09-30,m0081,526
S220264,e00002,SVM,76.05,2022-10-29,2022-12-18,m0071,400
S220693,e00019,NN,62.45,2022-05-17,2022-05-26,m0002,407
S220685,e00014,NN,62.8,2022-09-09,2022-11-07,m0023,386
S210610,e00022,RF,68.95,2021-04-18,2021-08-21,m0025,252
S230240,e00014,NN,74.85,2023-01-11,2023-03-12,m0065,548
S210323,e00014,RF,69.31,2021-09-27,2021-12-12,m0020,151
S220610,e00014,NN,62.08,2022-02-28,2022-10-16,m0023,319
S230767,e00020,SVM,52.5,2023-11-28,2023-12-18,m0079,475
S220398,e00020,RF,59.96,2022-01-13,2022-10-06,m0062,227
S210041,e00006,SVM,66.91,2021-06-13,2021-09-24,m0033,275
S220171,e00012,DT,69.63,2022-02-10,2022-04-21,m0038,376
S220732,e00009,NN,69.7,2022-09-15,2022-10-31,m0008,316
S210584,e00018,LR,50.4,2021-03-30,2021-09-17,m0009,274
S210607,e00008,kNN,60.32,2021-08-20,2021-12-29,m0072,137
S230465,e00001,NN,75.99,2023-06-28,2023-10-16,m0016,638
S210305,e00021,SVM,73.8,2021-07-31,2021-09-13,m0048,249
S230727,e00006,NN,54.27,2023-09-04,2023-10-08,m0065,447
S210616,e00006,NB,72.02,2021-01-18,2021-12-31,m0052,227
S220314,e00014,NN,52.25,2022-05-08,2022-05-08,m0023,454
S210002,e00003,kNN,72.85,2021-02-18,2021-06-18,m0049,252
S221103,e00008,NN,76.98,2022-04-06,2022-10-17,m0043,326
S220261,e00022,NN,77.84,2022-08-20,2022-08-23,m0065,205
S210331,e00014,NN,51.18,2021-08-31,2021-09-11,m0008,175
S210631,e00022,RF,74.46,2021-10-19,2021-12-03,m0062,178
S231357,e00020,NN,67.91,2023-09-02,2023-12-06,m0023,536
S230006,e00004,kNN,51.54,2023-09-26,2023-10-18,m0072,590
S230732,e00015,NN,60.38,2023-05-19,2023-05-27,m0008,576
S221053,e00018,NN,50.26,2022-05-01,2022-06-22,m0043,381
S220553,e00003,SVM,59.38,2022-03-10,2022-10-08,m0056,412
S210301,e00009,logR,64.56,2021-12-30,2021-12-30,m0014,189
S210481,e00020,kNN,77.31,2021-05-02,2021-07-25,m0080,151
S210334,e00016,logR,74.0,2021-10-04,2021-12-30,m0007,201
S231107,e00015,NN,67.08,2023-03-04,2023-06-18,m0023,606
S220667,e00013,NB,76.37,2022-02-22,2022-03-13,m0067,498
S230792,e00014,NN,68.97,2023-07-26,2023-11-27,m0002,561
S220272,e00013,NN,53.73,2022-08-06,2022-09-14,m0043,388
S230621,e00013,NN,73.18,2023-03-03,2023-05-18,m0081,516
S210528,e00016,SVM,72.98,2021-07-29,2021-10-04,m0063,248
S210254,e00011,NN,76.88,2021-05-30,2021-06-07,m0073,286
S210225,e00018,NN,60.27,2021-10-26,2021-10-28,m0035,195
S220273,e00018,NN,73.9,2022-11-29,2022-12-07,m0065,461
S220492,e00020,NB,75.81,2022-07-21,2022-08-20,m0052,359
S230201,e00012,kNN,53.56,2023-12-12,2023-12-19,m0080,422
S231189,e00014,NN,53.97,2023-03-24,2023-05-15,m0035,587
S231146,e00004,NN,66.82,2023-10-27,2023-11-26,m0050,439
S210649,e00016,SVM,69.83,2021-07-02,2021-09-08,m0021,259
S231083,e00021,NN,76.82,2023-03-07,2023-11-10,m0081,617
S230314,e00021,DT,57.95,2023-08-20,2023-11-29,m0038,416
S230479,e00020,RF,72.02,2023-08-20,2023-10-03,m0062,521
S230918,e00011,NN,66.81,2023-09-25,2023-12-20,m0043,447
S230525,e00010,LR,59.51,2023-02-05,2023-11-29,m0009,402
S230469,e00014,NN,59.83,2023-12-23,2023-12-28,m0081,449
S230743,e00004,kNN,53.95,2023-09-15,2023-11-24,m0019,574
S230852,e00008,logR,77.96,2023-06-02,2023-09-19,m0036,513
S230280,e00014,NN,73.67,2023-04-15,2023-05-31,m0035,600
S210805,e00005,LR,50.54,2021-09-14,2021-09-18,m0068,162
S221052,e00008,NN,71.73,2022-09-02,2022-10-23,m0058,266
S220832,e00001,NB,68.06,2022-04-12,2022-04-14,m0052,275
S231063,e00005,SVM,58.25,2023-04-06,2023-11-05,m0033,686
S230449,e00014,NN,65.72,2023-05-27,2023-11-22,m0073,509
S231326,e00020,NN,52.92,2023-06-23,2023-07-07,m0073,401
S210042,e00020,RF,72.64,2021-05-09,2021-09-13,m0062,219
S230455,e00018,LR,70.23,2023-03-08,2023-08-30,m0045,575
S231085,e00008,logR,76.58,2023-05-01,2023-05-04,m0051,480
S230731,e00007,NN,76.26,2023-10-10,2023-11-04,m0058,589
S230135,e00014,NN,56.94,2023-05-12,2023-06-09,m0058,590
S231325,e00018,NN,60.53,2023-07-01,2023-12-12,m0081,445
S230065,e00018,NN,69.51,2023-03-06,2023-07-06,m0035,501
S230916,e00014,NN,75.3,2023-08-26,2023-08-30,m0081,440
S231124,e00007,NN,76.11,2023-04-25,2023-08-04,m0058,480
S220339,e00014,NN,66.5,2022-07-22,2022-10-03,m0002,479
S210534,e00016,SVM,75.34,2021-04-08,2021-04-26,m0063,149
S231051,e00006,logR,74.1,2023-03-23,2023-12-02,m0066,508
S230438,e00007,logR,58.83,2023-12-04,2023-12-23,m0022,693
S230915,e00011,RF,59.18,2023-02-04,2023-11-08,m0077,409
S230877,e00001,NN,55.77,2023-01-02,2023-09-18,m0002,625
S231212,e00001,NN,66.82,2023-06-30,2023-11-20,m0002,686
S230504,e00014,NN,53.48,2023-12-29,2023-12-30,m0065,609
S231442,e00014,NN,71.4,2023-09-12,2023-10-28,m0065,572
S231075,e00020,logR,63.1,2023-02-15,2023-05-28,m0044,463
S220426,e00019,NN,67.17,2022-06-28,2022-07-25,m0073,301
S220058,e00018,logR,63.68,2022-03-27,2022-12-11,m0059,301
S230775,e00007,NN,73.33,2023-09-06,2023-12-30,m0081,455
S230460,e00014,NN,58.9,2023-02-02,2023-09-20,m0002,664
